y,x,bar,pub,ice_cream,charging_station,cinema,theatre,supermarket,church,mosque,synagogue,hotel,museum
37.0,-1.0,325,81,26,13,9,9,20,21,0,0,72,25
37.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,6.0,0,0,0,0,2,0,0,0,3,0,2,0
37.0,7.0,0,0,0,0,0,0,0,0,2,0,0,0
37.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,9.0,4,0,1,0,1,1,0,2,5,0,17,3
37.0,10.0,0,0,0,0,0,0,0,0,1,0,7,3
37.0,11.0,0,0,0,0,0,0,0,0,0,0,5,0
37.0,12.0,28,8,7,0,6,13,11,109,0,0,44,39
37.0,13.0,109,3,6,2,9,25,1,378,0,0,86,59
37.0,14.0,93,13,9,15,15,37,6,683,0,0,76,76
37.0,15.0,133,43,78,115,19,58,2,446,0,0,329,65
37.0,16.0,0,0,0,0,0,0,0,0,0,0,0,1
37.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,20.0,82,22,3,0,2,2,1,17,0,0,333,11
37.0,21.0,38,2,4,3,3,10,2,86,0,0,85,18
37.0,22.0,66,10,16,29,9,22,2,160,0,0,265,43
37.0,23.0,431,35,71,35,98,185,0,280,3,0,472,130
37.0,24.0,55,3,11,1,7,9,1,95,0,0,135,18
37.0,25.0,126,10,24,1,4,9,0,58,0,0,304,27
37.0,26.0,64,0,1,0,2,2,0,13,0,0,134,11
37.0,27.0,50,8,9,7,3,18,0,3,307,0,381,18
37.0,28.0,1,0,0,1,1,6,0,0,318,0,44,6
37.0,29.0,4,1,0,3,3,13,0,0,380,0,95,6
37.0,30.0,2,1,0,4,2,1,0,4,407,0,43,6
37.0,31.0,0,0,0,1,0,0,0,1,186,0,11,0
37.0,32.0,2,1,5,9,0,3,1,0,966,0,28,14
37.0,33.0,0,0,0,0,1,1,0,1,219,0,8,1
38.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,-10.0,467,117,79,871,29,111,7,272,2,0,427,185
38.0,-9.0,72,22,4,144,9,19,2,109,0,0,79,46
38.0,-8.0,83,32,3,85,11,12,2,220,0,0,97,62
38.0,-7.0,286,92,6,14,7,22,2,51,1,0,92,41
38.0,-6.0,89,17,0,0,2,11,0,28,0,0,23,22
38.0,-5.0,69,13,4,0,6,11,1,32,0,0,32,25
38.0,-4.0,145,51,6,11,6,24,1,69,0,0,91,47
38.0,-3.0,61,19,2,3,2,7,0,72,0,0,83,18
38.0,-2.0,261,81,14,4,5,36,3,94,0,0,63,51
38.0,-1.0,875,447,89,64,29,78,32,123,0,0,365,146
38.0,0.0,141,104,27,35,1,5,17,19,0,0,63,14
38.0,1.0,103,19,7,3,2,10,1,14,0,0,254,9
38.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,8.0,11,1,0,0,0,0,0,21,0,0,18,1
38.0,9.0,2,0,0,0,0,0,0,1,0,0,4,0
38.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,12.0,40,5,6,1,1,3,1,42,0,0,79,22
38.0,13.0,111,19,26,22,24,32,1,165,0,0,107,33
38.0,14.0,79,13,5,4,4,7,2,235,0,0,116,19
38.0,15.0,166,16,16,5,13,35,1,466,0,0,160,39
38.0,16.0,183,22,13,12,7,30,1,86,0,0,73,39
38.0,17.0,28,4,0,0,1,5,0,3,0,0,16,1
38.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,20.0,89,17,7,1,1,9,0,54,0,0,224,19
38.0,21.0,87,7,4,8,7,29,3,110,0,0,109,36
38.0,22.0,64,0,6,9,8,17,1,41,0,0,142,37
38.0,23.0,159,10,30,46,51,75,7,188,0,0,132,49
38.0,24.0,11,1,3,2,1,3,0,31,0,0,31,6
38.0,25.0,2,0,0,0,0,1,0,4,0,0,2,0
38.0,26.0,36,6,0,6,0,10,0,8,70,0,104,17
38.0,27.0,36,20,3,14,6,32,0,16,793,0,105,36
38.0,28.0,2,0,3,1,2,1,0,0,252,0,5,0
38.0,29.0,2,0,4,1,1,3,0,0,321,0,24,3
38.0,30.0,0,0,0,6,0,1,0,0,344,0,18,2
38.0,31.0,0,0,0,2,0,1,0,1,372,0,8,4
38.0,32.0,0,0,0,0,1,1,0,0,208,0,1,1
38.0,33.0,0,0,0,0,0,1,0,0,148,0,10,1
39.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,-10.0,108,11,10,93,4,8,3,103,0,0,88,27
39.0,-9.0,146,23,3,224,18,38,5,316,1,3,160,101
39.0,-8.0,95,23,5,54,5,14,2,149,0,1,47,50
39.0,-7.0,144,30,1,9,3,5,4,49,0,0,66,24
39.0,-6.0,93,23,1,5,1,3,1,56,0,0,51,15
39.0,-5.0,167,85,11,7,3,26,9,54,0,1,69,38
39.0,-4.0,94,28,0,6,5,31,2,82,0,0,49,31
39.0,-3.0,36,21,0,6,1,11,5,92,0,0,52,21
39.0,-2.0,58,29,2,7,4,20,0,98,0,0,35,23
39.0,-1.0,543,310,80,42,30,98,11,235,2,0,200,138
39.0,0.0,5,2,0,0,0,1,0,1,0,0,4,1
39.0,1.0,9,3,2,0,0,0,0,7,0,0,28,0
39.0,2.0,280,75,66,46,5,37,0,59,0,0,594,42
39.0,3.0,229,85,38,22,1,31,14,29,0,0,629,23
39.0,4.0,45,12,3,3,1,4,1,16,0,0,54,10
39.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,8.0,96,18,17,46,6,31,7,601,0,0,82,67
39.0,9.0,172,24,36,13,6,33,1,548,0,0,173,62
39.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,15.0,48,8,4,4,2,5,0,17,0,0,43,4
39.0,16.0,209,31,10,5,13,42,2,90,0,0,102,44
39.0,17.0,66,8,9,6,2,3,0,14,0,0,32,9
39.0,18.0,40,4,8,21,5,3,2,200,0,0,59,3
39.0,19.0,148,13,7,0,1,8,1,138,0,0,403,20
39.0,20.0,110,14,5,12,4,18,1,319,5,0,301,29
39.0,21.0,10,4,0,3,2,10,0,141,0,0,113,26
39.0,22.0,55,8,2,12,6,20,5,70,1,0,88,29
39.0,23.0,100,11,4,0,2,4,0,29,0,0,250,10
39.0,24.0,1,0,0,0,0,0,0,0,0,0,0,1
39.0,25.0,17,1,4,1,2,1,0,7,0,0,33,3
39.0,26.0,46,30,13,4,7,21,0,46,149,0,324,34
39.0,27.0,2,2,2,2,0,1,0,0,363,0,32,9
39.0,28.0,0,0,0,1,0,0,0,1,304,0,2,0
39.0,29.0,1,0,1,0,1,2,0,1,354,0,12,8
39.0,30.0,7,15,3,2,4,2,0,1,330,0,32,21
39.0,31.0,1,0,0,3,0,0,0,0,83,0,0,2
39.0,32.0,60,38,5,10,19,27,0,2,990,0,143,42
39.0,33.0,0,1,0,2,1,0,0,0,220,0,3,2
40.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,-9.0,374,77,21,270,14,74,5,425,0,0,189,106
40.0,-8.0,125,24,3,135,10,24,6,364,0,2,126,67
40.0,-7.0,145,92,3,12,2,7,0,168,0,0,73,34
40.0,-6.0,493,250,14,12,9,13,0,247,0,0,168,51
40.0,-5.0,249,208,7,9,11,25,4,251,0,0,135,42
40.0,-4.0,2117,1138,89,137,72,222,38,616,2,1,652,162
40.0,-3.0,69,48,2,0,3,5,0,172,0,0,67,29
40.0,-2.0,98,27,0,1,1,4,0,152,0,0,57,25
40.0,-1.0,56,46,0,4,0,4,0,121,0,0,69,44
40.0,0.0,87,73,17,36,7,12,8,67,0,0,114,40
40.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,3.0,10,1,4,0,1,1,0,3,0,0,6,3
40.0,4.0,1,1,3,1,0,0,0,0,0,0,7,0
40.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,8.0,168,25,23,2,3,30,4,758,0,0,126,48
40.0,9.0,143,8,23,4,5,39,2,577,0,0,146,47
40.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,12.0,13,1,2,0,0,0,0,1,0,0,15,1
40.0,13.0,38,14,3,0,2,3,0,23,0,0,147,16
40.0,14.0,873,142,124,42,55,85,14,534,0,1,676,144
40.0,15.0,302,39,20,28,12,25,1,222,0,0,189,75
40.0,16.0,158,31,11,29,10,25,5,323,0,0,119,54
40.0,17.0,486,79,33,54,20,25,1,793,0,0,227,46
40.0,18.0,202,26,23,36,11,16,4,637,0,0,125,27
40.0,19.0,241,17,4,1,1,5,1,27,9,0,194,13
40.0,20.0,169,4,5,6,4,3,0,69,19,0,196,24
40.0,21.0,17,5,0,1,1,14,2,72,0,0,99,23
40.0,22.0,219,42,13,17,27,65,24,212,1,2,231,55
40.0,23.0,172,15,12,1,4,23,3,86,0,0,426,15
40.0,24.0,51,2,4,1,2,2,13,86,0,0,169,12
40.0,25.0,29,3,2,0,2,5,0,14,6,0,53,7
40.0,26.0,3,8,0,4,0,4,0,2,160,0,54,16
40.0,27.0,16,8,5,11,2,3,0,0,256,0,53,9
40.0,28.0,23,14,2,14,7,9,0,9,391,0,73,13
40.0,29.0,93,65,54,25,21,49,1,13,1821,0,248,52
40.0,30.0,1,0,3,4,2,1,2,1,624,0,41,3
40.0,31.0,0,0,0,8,3,2,0,0,318,0,35,2
40.0,32.0,0,0,0,3,0,0,1,0,365,0,15,0
40.0,33.0,0,0,0,3,0,0,1,0,145,0,9,2
41.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,-9.0,476,147,56,657,30,72,14,1022,0,0,449,180
41.0,-8.0,116,37,3,102,6,20,0,424,0,0,120,54
41.0,-7.0,101,32,0,21,1,6,0,291,0,0,48,28
41.0,-6.0,113,116,4,9,3,8,0,239,0,0,64,32
41.0,-5.0,357,511,5,51,8,35,6,303,0,0,111,58
41.0,-4.0,178,121,0,21,3,8,0,405,1,0,109,48
41.0,-3.0,71,65,2,13,3,3,0,248,0,0,85,26
41.0,-2.0,71,40,0,4,2,10,0,172,0,1,49,31
41.0,-1.0,286,184,13,32,8,31,3,130,0,0,108,81
41.0,0.0,163,115,6,54,11,17,1,188,0,0,59,36
41.0,1.0,510,349,46,137,19,92,6,527,1,0,312,103
41.0,2.0,1710,740,158,242,59,191,11,412,1,1,867,200
41.0,3.0,91,21,13,7,3,3,2,32,0,0,94,16
41.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,8.0,40,10,6,4,5,3,0,63,0,0,77,11
41.0,9.0,109,13,22,15,3,9,4,155,0,0,178,13
41.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,12.0,630,252,340,178,79,150,36,797,0,8,860,216
41.0,13.0,298,59,47,27,13,18,10,363,0,0,168,71
41.0,14.0,374,45,17,54,15,52,2,461,0,0,122,96
41.0,15.0,175,21,11,18,9,23,1,556,0,0,95,37
41.0,16.0,264,96,53,27,22,37,4,553,0,2,113,52
41.0,17.0,5,0,0,0,1,1,0,23,0,0,6,3
41.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,19.0,519,28,18,13,5,14,2,23,20,0,552,25
41.0,20.0,102,17,8,0,0,5,1,35,27,0,181,11
41.0,21.0,52,24,2,7,7,13,0,56,8,0,108,23
41.0,22.0,23,5,0,7,6,13,0,24,2,0,48,15
41.0,23.0,38,11,4,6,2,11,0,55,4,0,237,32
41.0,24.0,15,3,2,1,3,4,1,38,4,0,191,18
41.0,25.0,4,0,0,0,3,10,1,14,2,0,97,25
41.0,26.0,12,12,2,6,8,4,0,19,140,1,50,23
41.0,27.0,6,24,15,15,2,2,3,3,353,0,61,12
41.0,28.0,127,64,22,30,14,35,5,35,1203,1,1280,101
41.0,29.0,45,11,15,14,6,19,1,14,564,0,84,38
41.0,30.0,0,0,0,0,0,0,0,0,126,0,11,0
41.0,31.0,0,0,0,3,2,4,0,0,173,0,14,4
41.0,32.0,1,1,3,0,4,1,0,1,318,0,48,6
41.0,33.0,0,0,0,0,1,1,0,0,211,0,20,6
42.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,-10.0,37,11,0,1,1,5,0,31,0,0,35,5
42.0,-9.0,542,340,27,21,23,50,10,854,0,0,412,82
42.0,-8.0,189,134,2,7,7,12,1,603,0,0,109,42
42.0,-7.0,185,174,1,8,4,6,8,400,0,0,131,34
42.0,-6.0,233,87,4,19,4,9,1,380,0,0,94,39
42.0,-5.0,338,73,3,21,3,7,0,422,0,0,75,55
42.0,-4.0,604,188,6,65,2,14,2,1037,1,0,148,59
42.0,-3.0,790,148,12,29,15,19,2,345,0,0,149,59
42.0,-2.0,352,150,5,12,12,14,4,290,0,0,154,41
42.0,-1.0,132,152,8,22,8,8,2,265,0,0,188,46
42.0,0.0,117,43,0,32,10,3,0,404,0,0,241,48
42.0,1.0,180,36,2,46,10,11,0,586,1,0,332,63
42.0,2.0,203,68,11,146,26,44,3,623,1,0,229,85
42.0,3.0,137,36,32,40,7,10,0,67,1,0,196,27
42.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,6.0,0,0,0,0,0,0,0,0,0,0,2,2
42.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,8.0,35,4,4,8,3,2,0,89,0,0,106,9
42.0,9.0,75,20,10,19,5,3,1,281,0,0,102,15
42.0,10.0,142,15,54,21,7,6,3,95,0,0,171,39
42.0,11.0,174,32,22,15,12,22,4,555,0,0,147,73
42.0,12.0,429,73,48,100,19,49,8,836,0,0,273,138
42.0,13.0,461,73,47,25,14,39,1,678,0,0,278,81
42.0,14.0,298,67,59,106,16,34,23,232,4,2,192,44
42.0,15.0,5,1,0,0,0,0,0,1,0,0,5,0
42.0,16.0,14,0,0,0,0,3,0,13,0,0,13,3
42.0,17.0,29,5,2,1,1,0,0,53,0,0,64,7
42.0,18.0,151,32,22,5,6,9,3,98,3,2,361,39
42.0,19.0,140,60,4,4,5,10,3,76,26,0,219,18
42.0,20.0,166,15,5,2,9,11,4,61,72,0,155,32
42.0,21.0,169,46,7,10,7,24,9,55,79,0,138,29
42.0,22.0,5,2,0,1,4,2,0,34,1,0,31,11
42.0,23.0,248,60,18,38,19,33,9,182,2,1,371,63
42.0,24.0,56,15,9,6,14,23,15,68,8,1,239,108
42.0,25.0,16,9,0,2,11,19,1,46,2,0,202,71
42.0,26.0,13,0,0,1,3,7,1,10,0,0,55,27
42.0,27.0,205,32,16,0,6,27,3,42,4,1,1072,39
42.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0
42.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,33.0,0,0,0,0,0,0,0,0,1,0,0,0
43.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,-10.0,25,13,1,0,0,0,0,38,0,0,18,3
43.0,-9.0,321,634,20,17,8,18,0,466,0,0,122,59
43.0,-8.0,131,175,3,8,7,11,13,301,0,0,101,41
43.0,-7.0,84,27,2,11,1,5,0,136,0,0,105,28
43.0,-6.0,481,345,19,73,11,21,5,341,0,0,317,67
43.0,-5.0,155,260,15,32,3,6,4,161,0,0,277,46
43.0,-4.0,530,404,46,53,16,16,9,345,0,0,240,78
43.0,-3.0,1561,450,45,35,18,46,3,317,0,0,220,67
43.0,-2.0,925,153,59,147,28,37,3,289,1,1,401,73
43.0,-1.0,127,62,1,147,28,34,4,752,2,1,288,71
43.0,0.0,63,13,2,64,29,20,0,775,0,0,101,36
43.0,1.0,284,91,16,197,55,78,2,614,2,2,236,62
43.0,2.0,79,29,11,97,22,19,1,402,2,0,149,66
43.0,3.0,374,71,59,181,29,82,2,355,4,0,314,69
43.0,4.0,261,50,43,167,29,147,3,273,3,1,332,68
43.0,5.0,557,144,81,243,76,113,2,326,6,1,533,132
43.0,6.0,175,46,39,193,44,36,1,164,0,1,385,82
43.0,7.0,342,64,91,128,41,59,1,478,1,0,570,134
43.0,8.0,107,5,23,7,4,3,0,82,0,0,84,11
43.0,9.0,4,0,1,0,0,0,0,3,0,0,4,0
43.0,10.0,858,117,151,146,58,97,13,1850,0,0,557,244
43.0,11.0,823,136,136,162,61,91,17,2645,0,0,744,400
43.0,12.0,739,85,73,90,29,74,12,998,0,0,551,188
43.0,13.0,678,84,67,68,32,65,6,304,0,0,252,69
43.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,15.0,95,28,31,15,6,2,0,71,0,0,74,15
43.0,16.0,198,46,36,13,13,9,1,239,0,0,213,33
43.0,17.0,144,29,18,14,15,12,4,212,28,0,207,31
43.0,18.0,95,41,0,27,17,16,9,48,120,3,142,33
43.0,19.0,33,14,1,2,6,5,0,43,11,0,87,12
43.0,20.0,16,7,0,2,3,4,1,70,7,0,91,10
43.0,21.0,17,6,3,12,5,12,7,115,3,1,76,18
43.0,22.0,15,10,3,3,2,6,1,24,1,0,55,19
43.0,23.0,13,8,1,0,5,7,0,17,0,0,53,18
43.0,24.0,15,7,1,2,6,5,0,17,1,0,32,28
43.0,25.0,56,17,2,1,4,15,0,59,2,1,122,47
43.0,26.0,14,2,0,0,3,4,1,9,3,0,33,18
43.0,27.0,70,19,12,19,4,14,3,36,2,1,83,37
43.0,28.0,66,10,4,1,6,10,0,20,0,0,574,18
43.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,-2.0,76,7,17,46,9,13,0,40,0,0,78,16
44.0,-1.0,299,65,16,153,27,92,0,394,1,1,227,70
44.0,0.0,98,24,3,128,16,27,0,708,3,0,97,62
44.0,1.0,118,24,19,83,20,16,4,660,3,0,176,67
44.0,2.0,150,41,3,93,14,10,0,657,2,0,145,59
44.0,3.0,92,12,2,64,8,7,0,390,0,0,173,28
44.0,4.0,281,57,26,197,34,42,4,571,3,0,272,110
44.0,5.0,81,16,8,63,18,14,1,306,0,1,139,34
44.0,6.0,135,43,4,92,39,16,1,222,0,0,302,65
44.0,7.0,383,70,65,90,32,36,20,779,0,2,262,145
44.0,8.0,1220,159,192,168,49,68,14,1323,1,2,451,162
44.0,9.0,512,60,85,49,33,26,13,1849,0,0,376,100
44.0,10.0,688,122,142,86,42,72,9,2266,1,1,336,164
44.0,11.0,929,129,152,154,55,85,8,2255,0,0,311,179
44.0,12.0,324,64,132,69,27,28,0,1041,1,0,825,66
44.0,13.0,73,8,9,2,3,3,0,24,0,0,34,13
44.0,14.0,72,10,22,13,4,2,4,58,0,0,71,15
44.0,15.0,105,29,17,25,4,3,6,158,14,0,99,21
44.0,16.0,29,10,1,2,5,5,1,33,13,0,17,9
44.0,17.0,107,26,4,15,6,13,1,103,45,0,80,20
44.0,18.0,55,23,0,2,12,4,8,91,89,0,42,10
44.0,19.0,22,10,2,1,4,4,4,93,5,0,37,23
44.0,20.0,215,125,33,14,21,40,18,128,1,2,202,90
44.0,21.0,13,14,0,1,2,0,0,50,0,0,32,19
44.0,22.0,47,9,3,1,5,4,0,91,0,0,80,26
44.0,23.0,44,28,1,1,4,4,0,109,0,0,45,21
44.0,24.0,87,11,0,5,7,8,2,134,0,2,48,46
44.0,25.0,53,14,0,8,3,5,1,64,0,0,38,38
44.0,26.0,176,116,28,59,25,53,13,288,0,2,234,97
44.0,27.0,132,13,0,2,3,4,1,39,0,0,33,17
44.0,28.0,80,15,2,5,6,13,2,39,7,1,357,25
44.0,29.0,4,2,0,0,2,0,0,1,0,0,6,1
44.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,33.0,114,37,2,0,18,10,1,36,5,0,267,59
45.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,-2.0,91,16,26,12,11,9,0,47,0,0,94,24
45.0,-1.0,117,28,4,57,22,14,0,355,0,0,97,50
45.0,0.0,113,29,4,67,15,11,2,461,0,0,88,53
45.0,1.0,151,31,3,62,17,12,2,398,0,0,108,67
45.0,2.0,129,17,0,9,16,6,1,355,0,0,179,30
45.0,3.0,228,55,6,55,19,27,1,641,0,0,197,62
45.0,4.0,734,183,27,330,96,156,6,820,10,1,436,147
45.0,5.0,505,84,27,282,58,81,5,657,4,0,316,103
45.0,6.0,309,111,16,148,78,23,15,328,1,0,764,95
45.0,7.0,668,189,153,217,44,64,24,888,1,1,550,192
45.0,8.0,860,242,182,342,51,86,33,3002,2,2,424,246
45.0,9.0,2521,556,585,439,145,236,39,3116,0,1,1011,296
45.0,10.0,1016,243,263,146,48,104,31,2085,0,2,1155,184
45.0,11.0,1584,263,226,200,82,105,21,4106,0,0,459,181
45.0,12.0,1099,207,235,183,38,71,12,3063,0,4,1023,128
45.0,13.0,817,127,157,142,26,60,12,357,0,0,600,125
45.0,14.0,215,51,25,61,9,16,3,308,1,0,176,57
45.0,15.0,236,126,26,86,19,28,1,320,0,0,103,63
45.0,16.0,84,45,9,27,9,10,2,150,8,0,30,19
45.0,17.0,76,62,7,11,7,4,0,177,11,0,22,10
45.0,18.0,112,67,16,20,10,10,2,317,3,1,69,47
45.0,19.0,76,45,14,5,11,18,0,143,0,2,77,37
45.0,20.0,24,8,3,0,5,6,8,115,0,0,20,31
45.0,21.0,81,41,6,54,9,15,5,152,1,2,145,31
45.0,22.0,46,8,1,5,6,5,1,147,0,1,69,24
45.0,23.0,48,10,2,4,8,14,2,156,0,1,85,62
45.0,24.0,94,36,1,8,8,13,1,206,0,0,163,76
45.0,25.0,66,51,5,20,6,21,6,144,0,0,337,89
45.0,26.0,31,6,1,2,2,4,2,62,0,0,52,35
45.0,27.0,57,9,1,5,6,11,1,32,0,0,48,44
45.0,28.0,97,22,0,9,3,6,6,62,1,1,69,33
45.0,29.0,8,1,1,0,1,0,0,37,0,0,33,10
45.0,30.0,9,3,0,0,0,0,0,2,0,0,18,1
45.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,32.0,8,0,0,0,2,0,0,2,3,0,59,2
45.0,33.0,44,6,5,0,8,14,7,10,2,1,255,12
46.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,-3.0,55,5,10,13,3,4,0,13,0,0,34,6
46.0,-2.0,287,47,29,101,26,39,0,196,1,0,197,53
46.0,-1.0,186,19,2,90,25,21,2,340,0,0,102,38
46.0,0.0,152,18,0,149,21,23,1,278,1,0,120,43
46.0,1.0,90,13,0,79,14,11,0,279,1,0,66,26
46.0,2.0,61,13,0,26,4,9,0,338,0,0,49,17
46.0,3.0,148,23,2,68,12,14,1,339,0,1,99,43
46.0,4.0,236,37,3,76,26,35,6,641,2,0,222,68
46.0,5.0,142,28,3,62,20,17,1,597,2,0,152,61
46.0,6.0,483,172,40,433,89,143,43,811,5,2,659,190
46.0,7.0,368,135,38,376,47,67,22,550,0,0,968,148
46.0,8.0,257,60,44,269,24,31,4,651,0,0,699,141
46.0,9.0,232,47,31,254,21,13,10,753,0,0,693,112
46.0,10.0,224,31,25,136,10,19,2,436,0,0,992,91
46.0,11.0,863,136,115,219,23,85,8,895,0,0,2375,179
46.0,12.0,322,35,43,106,7,16,11,964,0,0,563,101
46.0,13.0,549,128,57,179,14,30,18,464,0,0,449,131
46.0,14.0,370,171,28,173,16,33,41,724,1,0,378,119
46.0,15.0,224,128,39,148,15,21,15,292,1,1,239,91
